handle,rating,class,solvedCount,maxStreak
hundrich,1051,3,275,55
iiky2124,1051,2,220,5
jaeu1341,1051,3,262,5
jeongmin010324,1051,2,194,4
jinhyoung9380,1051,2,209,6
junseo2,1051,3,200,28
kevin8193,1051,2,279,7
killerwhalee,1051,3,175,9
kyh0581,1051,2,123,1
lekwon79,1051,0,121,1
loypyx,1051,3,138,2
numerical43,1051,3,237,20
nwi6959,1051,2,126,5
psy3372,1051,3,177,13
qwerpoiu1234,1051,0,111,6
rdyjun,1051,2,216,7
rlagywo12,1051,1,145,1
rlatks,1051,2,231,9
rlgnsdl0510,1051,4,82,4
rnwnsgud90,1051,1,171,12
s9430939,1051,3,209,13
sanso,1051,0,114,6
seoil0404,1051,3,166,24
shbaik82,1051,0,124,1
shin75492,1051,2,195,16
shji023,1051,1,137,7
ssgm0256,1051,3,183,45
swelk,1051,2,135,6
swimtw0820,1051,3,120,5
tapejara,1051,2,296,215
terryreds,1051,2,255,13
tigro0115,1051,4,127,9
wldnjs793,1051,3,106,3
wltn6116,1051,2,176,5
xlalfskdl,1051,1,155,1
yjko0410,1051,2,245,9
you980324,1051,2,237,4
youngosil,1051,2,198,7
yws0105,1051,3,207,11
adzoo,1050,2,179,1
celinemad,1050,0,105,5
choiyujeong0411,1050,0,129,4
cjfquddh12,1050,3,121,16
ckd2806,1050,4,85,1
codej,1050,3,181,5
dapin1490,1050,2,436,141
dhkim5608,1050,3,178,34
dntjd123kr,1050,0,143,5
dnwndls411,1050,0,110,6
dudejr5839,1050,2,258,6
egus05,1050,3,441,12
eunjs71,1050,3,240,2
gah1234,1050,3,115,5
gkrudl04070,1050,1,155,4
godbyul,1050,3,197,6
goinganywhere,1050,2,184,1
haha2you,1050,3,126,20
henry8888888,1050,1,483,10
hhhhhhv,1050,2,188,1
hyeonjin0428,1050,3,216,2
icoldbroskku,1050,2,214,7
jinii915,1050,0,132,6
jnklo7381,1050,2,408,13
jongwoo328,1050,1,118,3
jseok04,1050,3,276,9
leeej106,1050,3,144,6
leews1993,1050,0,104,17
leo503801,1050,2,164,25
lkr0312,1050,0,139,7
loiivsy,1050,3,224,3
mango9236,1050,3,213,5
microbot25,1050,3,157,9
minccc427,1050,3,139,7
munboseog,1050,3,247,41
nocxel,1050,3,178,11
oner,1050,3,415,64
poetriy,1050,0,94,1
qkrtk9230,1050,2,156,12
qkrtmdals12,1050,2,270,5
rhk3562,1050,2,178,1
rnwkdbs123,1050,2,194,3
runlearnkim,1050,0,96,8
saint5944,1050,4,154,8
serin9864,1050,3,147,1
sj44440,1050,0,119,7
sma05091,1050,3,128,7
solarsystem97,1050,1,132,5
sosongha3,1050,2,115,4
ssh11,1050,1,163,1
stature_lee,1050,0,121,1
subi0222,1050,0,184,8
sweet750,1050,3,210,3
sying,1050,3,174,6
tjdans4166,1050,0,122,3
ehwlfk2,1052,2,240,4
gp098gp,1052,3,120,7
havruta,1052,0,135,3
imtjrals,1052,3,203,36
james1514,1052,2,199,4
jinzzangman,1052,2,419,5
jlee4923,1052,2,207,2
jungdhhh,1052,2,185,13
junghk0115,1052,1,152,2
kim624zx,1052,3,163,9
kizkiz12,1052,2,162,8
ksh0322,1052,0,87,3
kwangsu7777,1052,2,261,17
limjduni,1052,4,157,3
lmuk525,1052,2,217,6
minute0115,1052,2,297,140
mixify,1052,0,92,5
nisiki419,1052,3,183,22
nuguziii,1052,2,140,3
o10224,1052,3,289,64
otherplet,1052,3,247,20
ox804,1052,3,294,32
perseus,1052,3,219,66
plain789,1052,3,173,9
pwvbvb,1052,0,156,5
q02as119,1052,4,163,63
rbals05,1052,1,115,15
robin1001,1052,1,163,1
sauroz,1052,3,136,3
sgcwhb,1052,1,138,6
sgh1939,1052,1,161,5
sonsh98,1052,3,293,6
tlawogkr,1052,3,177,6
wlsdpcks97,1052,0,86,5
xecond,1052,2,239,24
yky2798,1052,0,127,17
ymj07168,1052,2,203,5
zh1229,1052,2,154,6
0x1f440,1051,1,193,2
1223gogo,1051,0,96,12
astarg,1051,4,136,13
ccc1634,1051,2,139,3
chess109,1051,2,177,2
cindy,1051,0,112,5
delphinium04,1051,3,247,43
dkqjrm,1051,1,174,3
dlwjdtn1112,1051,2,358,11
dndnjswls613,1051,2,176,9
dongy703,1051,2,246,31
tony1803,1050,3,216,21
wbagp95,1050,3,156,5
whjin,1050,3,131,6
wns9485,1050,4,112,9
yoonsik0222,1050,2,135,4
zeen263,1050,3,121,4
1220auto,1049,2,337,2
34jini,1049,3,313,42
613jay,1049,3,505,181
aa106206,1049,3,193,16
b411032,1049,3,179,6
bara1120,1049,3,206,1
blacklabf,1049,3,193,39
byk0316,1049,2,309,6
cdsywon,1049,2,262,46
chintar1,1049,4,99,12
cuin0913,1049,3,210,37
dalsu1742,1049,4,176,29
dev_sensational,1049,2,270,6
dlwnstjr0310,1049,2,231,13
doded12,1049,0,90,1
dudtjr856,1049,0,100,5
ehdrms3825,1049,3,187,3
erica0902,1049,2,216,2
fluideun,1049,2,226,20
gkdldhdl,1049,1,160,4
gtws2081,1049,1,136,3
hch6111,1049,2,180,14
hwangbo98,1049,2,200,8
jbbnnom,1049,2,588,293
jhgf9630,1049,2,173,5
joingue,1049,4,113,7
judemin,1049,2,124,4
junesue02,1049,2,235,18
juyeon08,1049,2,250,11
jysim07,1049,3,150,1
kangrim7,1049,1,162,8
kbh5640,1049,2,186,4
kimain,1049,3,148,12
kkyongm_n,1049,2,203,9
ksk0076,1049,4,162,58
kuku18,1049,3,112,4
kwkw1994,1049,1,145,5
licona,1049,2,229,13
lsy051229,1049,4,156,34
mariomessi,1049,3,133,37
miso6495,1049,2,194,11
myday0827,1049,3,214,6
ns_jin,1049,3,126,6
omjsosh,1049,3,219,5
pjych1,1049,1,218,1
psyoongsc,1049,3,173,9
rjsgh7776,1049,3,212,4
rlatnsskd123,1049,3,189,8
sbxjs55,1049,3,206,5
seakim,1049,3,205,31
slimdoks,1049,1,155,1
spiegel,1049,3,200,6
ssu10187,1049,1,175,4
supjk3,1049,3,183,12
titan0724,1049,0,108,7
tjdwls6855,1049,0,113,1
wlsdk7245,1049,1,148,3
wlsgur3693,1049,3,236,13
woodeanism,1049,3,264,115
woosung0420,1049,2,230,13
xwcjw13,1049,3,280,6
yhk834,1049,3,256,60
yulime0605,1049,3,150,6
zustfancake,1049,1,199,6
aksdnr507,1048,2,280,12
aksekh,1048,2,103,3
alfkaosxogns,1048,1,127,12
ateahyun,1048,3,133,6
bimbyam,1048,1,148,5
cgkim449,1048,2,448,64
chaeyun13,1048,3,254,7
chane97,1048,2,215,4
chanhyoj,1048,2,408,46
cheeun31,1048,3,167,8
chlwlsgur000,1048,2,203,21
crayon0820,1048,2,179,6
cyc2303,1048,0,109,6
danalkang,1048,3,223,6
deany0131,1048,0,102,49
dngus243,1048,0,123,7
dynkk12,1048,0,122,2
eaglesj97,1048,3,153,3
eminsu01,1048,3,257,158
enm0312,1048,3,316,46
ens220,1048,0,142,5
gimt6747,1048,2,164,4
hanseungho,1048,2,201,2
hee9920,1048,0,148,5
hojoondo,1048,2,240,24
honggom,1048,3,124,23
hymin13,1048,1,121,1
hyunjung,1048,3,190,12
jaeone318,1048,1,150,11
choimin1206,1047,2,190,7
cjhoon96,1047,2,183,2
cjsgnsvlfcjs,1047,2,165,45
classaen7,1047,3,119,16
coinchuu,1047,2,641,0
cuj10594,1047,0,159,18
d4zo,1047,3,234,59
dlawnsghks02,1047,2,165,35
eunn25,1047,3,310,6
gang0525,1047,1,141,5
gwonjiyoung07,1047,2,291,22
heeseung0223,1047,2,181,6
iamjames77,1047,0,198,14
idiot2222,1047,2,202,1
iljung0810,1047,2,175,12
jheo1203,1047,2,139,2
jmhwang49,1047,2,209,8
joys1010,1047,2,183,3
jyi8714,1047,2,1011,472
kht95449180,1047,2,159,7
kizxc4395,1047,2,219,11
kkm0805,1047,2,384,26
kmlee9243,1047,3,123,2
kwonseoungmin,1047,0,113,9
ljk0120,1047,0,116,9
minjyo8823,1047,0,104,0
nohaxjustskillz,1047,2,384,6
pes4825,1047,2,158,3
phoeniz,1047,2,176,3
pipie,1047,3,192,4
pugi,1047,2,192,2
qkrwns1714,1047,1,106,1
qowlgur121,1047,2,183,5
rammer,1047,3,213,18
rlawlsgus117,1047,0,93,6
sangwha0,1047,2,210,5
semp1048,1047,3,210,7
sgo8308,1047,0,96,6
sksohn01,1047,2,233,4
sr5871,1047,0,104,1
sstt1120,1047,2,370,14
tgx963,1047,2,221,15
tjdrms0459,1047,3,121,8
tmdwns7809,1047,3,115,6
west_east,1047,3,225,10
whdgns0681,1047,3,247,6
wjdduddn030110,1047,1,131,5
wjdgn8242,1047,2,126,6
wldn2094,1047,3,223,6
wngmlwjd,1047,2,349,5
javelinsman,1048,0,119,3
jiu0504,1048,3,216,20
jplee04,1048,3,175,9
jundo1302,1048,3,152,4
karenina,1048,3,136,4
kim20168,1048,3,174,11
kng0258,1048,3,108,3
ksj203,1048,3,136,7
kwak0440,1048,0,140,5
like_yu,1048,2,221,2
lsh0814k,1048,1,186,5
lskandar,1048,2,211,22
lyh,1048,1,171,12
memoria22,1048,2,164,3
mhje96,1048,2,146,13
mopil1102,1048,3,131,11
msung69,1048,3,89,9
ngj0321,1048,3,267,97
nooroong,1048,0,96,1
oouk0213,1048,3,250,13
phoenixwing0314,1048,2,566,61
pjhpjh718,1048,3,169,29
qiiopasd,1048,2,159,42
rlaalstjsoo,1048,2,245,4
rlarhdms6828,1048,3,127,6
rylahs,1048,2,339,86
sehodayo,1048,3,290,67
seojaeinblank,1048,0,108,15
sery270,1048,3,160,1
simononze,1048,2,130,4
skatmdgur63,1048,3,205,7
starrykss,1048,2,347,10
tkfydtls,1048,0,116,7
umty98,1048,2,219,21
wjdwo1112,1048,2,317,15
wkdtpgns456,1048,3,227,11
wlsgul326,1048,3,198,13
yabby1997,1048,2,164,2
yji0806,1048,0,155,1
ywooji,1048,3,682,365
andrew9036,1047,3,259,39
aotoyae,1047,2,337,68
bce9238,1047,0,99,1
bmj426,1047,3,206,46
boyjs5,1047,3,223,33
bueongi,1047,3,255,5
chan8149,1047,0,124,1
charis227,1047,3,130,14
cherishwish12,1047,4,173,12
chl8263,1047,0,131,1
vcksdn330,1046,3,211,6
village1031,1046,3,263,18
wjdtpwhd,1046,2,159,1
wooyani77,1046,0,150,3
wyj10076,1046,3,204,4
yeossi8,1046,2,203,27
zif04045,1046,3,167,4
zzzdawn45,1046,2,310,21
5pha,1045,2,196,6
7629849,1045,2,211,3
7910trio,1045,2,205,7
akrenddl4302,1045,2,200,6
anjs134,1045,4,102,6
astergoldman,1045,2,170,2
baehyunsol,1045,2,277,3
bboroo626,1045,1,156,6
bogus919,1045,0,146,0
bwntnwls2002,1045,2,212,1
byunsp3610,1045,2,227,6
cha0406,1045,2,146,2
dana0301,1045,2,1309,595
dave5000,1045,3,237,5
dbstj0114,1045,3,282,20
diamoboy,1045,3,153,5
dwight10,1045,2,263,8
ganghui0915,1045,3,114,3
gusgh07,1045,2,134,20
gwakbar,1045,3,112,6
hanjan1290,1045,3,283,87
hjk1996,1045,0,124,12
hyunhomon,1045,3,219,6
iwtmth,1045,3,145,10
jeongwo0o,1045,0,214,79
jjaen,1045,3,126,6
juwhan1004,1045,0,166,8
jyok0120,1045,1,124,6
kdw161106,1045,2,226,40
kjs201105,1045,3,210,7
leesh3288,1045,0,92,1
luchael,1045,2,181,6
mc3833,1045,2,228,67
me4n,1045,1,133,13
mg4432,1045,3,147,4
qogusdn777,1045,0,108,12
rkddus0517,1045,2,174,0
rlaalswo920,1045,0,176,7
rlawodb2405,1045,2,215,9
rovin2393,1045,3,224,4
siiiiiii,1045,3,191,5
yongth1212,1047,1,128,1
zheld8282,1047,3,200,5
zriring,1047,3,213,8
chan9708,1046,3,209,4
codecalf247,1046,2,283,101
del2090,1046,3,225,7
dhyoo9701,1046,1,187,3
dngus1209,1046,3,162,8
dwight_schrute,1046,3,221,10
fflong1120,1046,3,226,4
geunmoon,1046,3,111,6
gjwls990906,1046,3,130,46
goat1228,1046,0,115,2
hanwoodww,1046,0,122,6
hekoh99,1046,0,125,9
hyeonorof,1046,3,152,0
hyong11,1046,3,109,9
hyuntae9912,1046,2,155,2
jw17111,1046,3,200,13
kisimoko,1046,3,318,69
kjj7930,1046,3,142,9
kjyng3927,1046,3,191,6
kjyyy7341,1046,3,173,139
kkackit,1046,3,192,6
ksh02190,1046,2,170,9
kwona67,1046,3,160,20
kycl0131,1046,3,128,6
ljj9316,1046,3,118,6
miggule2,1046,3,187,8
mjs2470,1046,0,127,1
nextlevelyes,1046,0,124,2
ohb4199,1046,3,154,2
parkjeongseop,1046,3,256,4
phd1150,1046,2,244,18
picaqwe104,1046,2,205,87
pjm9673,1046,3,148,4
psvm203,1046,3,148,34
pth0325,1046,2,142,5
python03,1046,3,237,71
qordnjsrl13,1046,0,127,1
racconeee,1046,3,151,5
rladmschd0032,1046,3,296,100
rlaehddus815,1046,2,182,6
sangjea5,1046,0,111,11
selection_lee,1046,0,103,8
seom,1046,3,152,8
sizxero,1046,2,193,5
sjs2109,1046,0,111,5
splkm97,1046,1,140,3
sinbigang,1045,0,90,6
suenv,1045,1,119,5
tarzan,1045,3,132,10
there2989,1045,0,111,5
toad0403,1045,2,122,2
vinyl_bin,1045,3,206,7
wh761,1045,4,78,6
whereisyourcocococo,1045,3,267,51
wkdrngodsla,1045,3,307,7
wolframh,1045,0,86,0
yanges,1045,2,458,456
yjth4436,1045,2,183,7
afesvas,1044,4,78,5
airy123,1044,2,269,6
asdf1013,1044,3,163,21
bwhdgus0429,1044,3,216,20
cardano77,1044,1,148,1
chspa103,1044,0,149,3
dkdud203,1044,2,203,4
dlwndyd,1044,3,218,14
ehddnjs89,1044,3,163,6
gmlcks0513,1044,2,217,6
harukana007,1044,3,216,5
jambon23,1044,1,157,6
jjmo97,1044,2,162,7
jm0823,1044,2,229,6
jmgman,1044,1,185,4
jombi,1044,3,264,5
jwt2719,1044,3,198,21
kdw8055,1044,3,171,6
khstim,1044,1,229,2
khykhy1006,1044,3,198,7
kim003512,1044,3,218,6
kimst1995,1044,0,125,15
kmwook,1044,3,179,8
kst1040,1044,0,100,4
ktw0527,1044,2,262,3
kwlcks0527,1044,2,259,15
leehakjoo,1044,1,162,9
matempong,1044,3,224,43
miniburger,1044,3,163,8
mna3352,1044,3,194,19
ms0834,1044,0,123,0
myeong22,1044,3,196,9
poj1004,1044,2,148,6
rkfyd123,1044,0,95,1
rlqja8104,1044,3,174,6
rnaudtndi,1044,3,214,8
simplejihwan,1044,2,173,13
spring7s,1044,3,546,178
syb98baek,1044,2,410,5
tmdgh717,1044,3,246,5
twa02189,1044,3,125,3
vailish,1044,3,245,10
whitjon,1044,3,343,38
wjdqls010502,1044,2,183,5
wl8946,1044,0,123,32
wnsgud567,1044,1,165,5
wwong7247,1044,0,126,4
youngmin980118,1044,0,104,6
a1401z,1043,2,189,11
alfldo1012,1043,3,316,72
areum0116,1043,0,109,6
busan,1043,0,146,14
cindy951009,1043,1,146,6
cksl0830,1043,0,110,6
crazy_sus01,1043,2,221,6
danielkang1003,1043,3,109,4
devhapeng,1043,1,188,67
dgfh0450,1043,2,205,4
dhdydgml1019,1043,2,192,72
dhzktldh,1043,3,207,10
domwis_ir,1043,3,143,7
donghun_k,1043,1,120,6
gabs3798,1043,0,112,5
ggongch2,1043,2,204,5
hangenius123,1043,0,78,6
heng2926,1043,1,135,7
hongyk9885,1043,0,138,4
hvjjg5687,1043,2,304,37
hyo8993,1043,2,205,18
inthebleakmidwinter,1043,0,119,10
japygo,1043,2,206,16
jewkvamflf25,1043,3,203,6
jh061993,1043,3,106,4
jounghyeon,1043,3,237,17
jsjs8667,1043,3,212,4
junhee4614,1043,2,1170,32
juthor,1043,0,146,1
kcy119,1043,2,299,11
kimsm4524,1043,0,108,2
kjj9600,1043,3,181,6
kyj1860,1043,1,138,9
kyungho5,1043,3,175,5
mbku98,1043,3,241,6
mcycgo,1043,0,100,6
mseo2004,1043,3,221,31
myzenith18,1043,3,273,69
npngjjm,1043,2,216,53
oesnuj,1043,2,338,116
parade621,1043,3,259,20
pcb0728,1043,3,149,5
qwsa,1043,0,116,28
rl00822,1043,2,162,5
sanghu,1043,3,242,14
sd061123,1043,0,104,6
shop6433,1043,0,124,2
sjy777star,1043,2,165,9
sodabori,1043,2,167,1
stkdk,1043,0,125,6
talentceffort,1043,0,116,10
teen0132,1043,2,182,4
titos_vodka,1043,3,152,8
tkddlfdl1111,1043,0,121,6
v7153623,1043,3,155,6
wawawawa,1043,3,172,63
wjdtngus9,1043,3,159,16
xdois,1043,3,141,19
xkdytk,1043,1,131,6
yeowonh,1043,2,105,5
437travel,1042,3,91,4
backjoon123,1042,2,229,9
bbogeul123,1042,3,106,4
bug6868,1042,2,101,2
chaen511,1042,0,109,6
chorome,1042,3,103,1
clearicysky,1042,3,154,5
cyberkdy,1042,2,260,11
dbswltjd20,1042,0,146,6
dddy522,1042,0,114,9
dlghdydwkd,1042,1,151,1
dp_landwhale,1042,3,98,1
ehrud2357,1042,0,118,2
ekfrhkquf12,1042,0,109,4
eklee0421,1042,2,434,5
erigeronp,1042,3,261,49
gkssk4163,1042,3,167,7
gotqlc147,1042,2,171,6
hhaanbb,1042,3,217,6
hidenori,1042,3,137,5
hiiiia,1042,4,86,6
hik8835,1042,3,90,4
hong3943,1042,2,199,7
ht4380,1042,2,102,0
ijung1,1042,0,104,2
janghoy100,1042,1,132,1
jp430612,1042,2,546,45
juhuijuhui,1042,3,172,5
kdr900,1042,3,221,4
kimd9669,1042,2,1174,109
kimjinjuind1,1042,0,131,6
kjh03,1042,3,227,29
kjw2200,1042,3,161,3
kland2001,1042,3,156,5
ldy11071107,1042,3,216,1
leems3256,1042,3,196,9
mano0415,1042,3,177,6
mauzerne,1042,1,173,11
msung0406,1042,3,270,63
po_do,1042,3,189,105
pquy0176,1042,2,402,10
quintessence,1042,0,120,1
rudus1012,1042,0,148,4
rusienel,1042,0,113,18
seohyun423,1042,3,151,10
solux3501,1042,3,274,100
sstaw,1042,2,162,5
super095,1042,3,147,26
suyon00,1042,2,229,11
tkwk1945,1042,1,216,22
tlsgus98wns,1042,0,127,1
tlstmdgns,1042,3,177,1
wejkjj4,1042,3,295,19
wjk1011,1042,3,198,17
wogur2928,1042,3,104,29
xemotion,1042,2,191,7
yukyung531,1042,0,139,3
zxtew0135,1042,3,142,5
0whaleinworld,1041,2,189,3
alsduddml7,1041,3,310,65
bkjonlineyj,1041,2,239,5
carrythatweight,1041,3,98,0
ccm1441,1041,2,221,7
celinayk,1041,2,253,9
cjh4787,1041,1,122,8
cobaltblue,1041,2,162,8
devstudent,1041,3,193,2
donghk77,1041,2,189,11
dorothy8347,1041,2,251,12
future0610,1041,0,235,13
gimyeongsu6737,1041,2,143,5
heenari0428,1041,3,280,10
hjhsmh,1041,3,222,6
hse05105,1041,3,225,6
hyj97225,1041,1,149,2
hyuna0810,1041,3,186,8
insidesy4,1041,2,162,6
iris7219,1041,3,165,14
j2woong1,1041,3,145,5
jaemin098,1041,2,815,639
jaewon9892,1041,3,311,6
jenny4365,1041,2,327,11
jhg34100,1041,3,128,22
jiyong012,1041,0,125,11
jsh515228,1041,2,166,10
jum0624,1041,2,187,16
kshwnahr,1041,2,163,2
leegungyu,1041,1,166,5
lhdmir,1041,2,196,13
lsklyj0118,1041,3,206,5
lyw0192,1041,1,165,7
malspqm,1041,2,223,5
mrkim882,1041,3,171,10
orioncsy,1041,2,182,5
pch145,1041,1,115,6
pchh,1041,3,130,5
pjs0703,1041,3,296,39
rladlsxo12,1041,3,155,4
rmsdud200,1041,4,109,5
rndnjswk123,1041,2,149,31
sie08357,1041,3,244,52
snm40109,1041,3,182,66
srk0371,1041,3,209,2
ted12333,1041,3,140,5
tkddbs2480,1041,3,180,6
trafford_lee,1041,1,195,2
triplet02,1041,3,128,1
wg9722,1041,1,159,8
wonmin275,1041,1,158,6
wqp99w,1041,1,139,6
yegoeun05,1041,2,378,208
yjcmsteven,1041,3,231,32
younxg5719,1041,3,307,8
yts0646,1041,3,185,16
1dolcong,1040,3,151,6
adaid,1040,2,214,2
anjae1220,1040,3,208,14
anohnymous,1040,3,283,5
as123,1040,2,124,7
beach0131,1040,2,150,12
bjoh100,1040,0,70,33
choign3123,1040,3,117,14
chongal0217,1040,0,103,2
chou921,1040,1,326,192
chris_kookmin,1040,1,150,2
cjstkek0907,1040,4,113,7
corsair17,1040,0,110,4
darkcruel12,1040,3,224,5
youngc0928,1040,0,127,12
zxc8661,1040,2,224,6
afk0323,1039,2,198,23
alswns1648,1039,2,202,5
binarystar95,1039,3,219,16
cord7894,1039,3,100,6
dhkdwkdlfrjf,1039,2,109,6
djdkdjd12,1039,2,271,5
djfkfk12345,1039,2,240,42
dlaghtjd4487,1039,1,194,1
dnf1743,1039,3,167,7
emforhs0913,1039,1,142,6
eugenius1st,1039,2,204,5
gh8579,1039,0,136,8
gosmdochee,1039,3,193,9
hamseungjun1029,1039,3,313,74
hell2,1039,0,92,6
hooni0517,1039,2,390,27
idh0325,1039,3,163,5
jaycode11,1039,3,116,32
jinvicky,1039,0,106,5
jja9312,1039,3,145,18
jsm5792,1039,2,100,6
kchaeys2,1039,3,184,5
kjs070917,1039,2,153,6
kosora,1039,1,120,5
kymwa5,1039,0,94,4
leech8516,1039,1,144,3
leeje0506,1039,1,185,5
lih0730,1039,0,104,3
luninj12,1039,3,164,44
minchang111,1039,2,253,5
nairin,1039,2,214,17
newbieleo,1039,3,294,8
o0o3610,1039,3,116,4
oiog1273,1039,2,158,11
orobos654,1039,2,177,7
pjh73015,1039,3,232,20
retrina0678,1039,3,181,6
rhkdlf0409,1039,3,223,6
rlaaudtlr145,1039,1,160,5
rooooot_kim,1039,3,156,2
sanseng,1039,3,132,3
seoulunive,1039,2,193,9
siwall0105,1039,3,198,7
snowfirefly209,1039,2,230,16
sungtv2613,1039,2,223,45
s_jiun,1039,3,103,7
tjrals3232,1039,3,387,54
tjrdnjs0312,1039,3,196,5
wjdehgus,1039,4,84,12
wonlove20,1039,3,376,50
youhg0812,1039,2,217,11
yoyelynn,1039,0,96,4
yr9909,1039,0,142,12
yssgood9708,1039,0,86,4
zzdhxm12,1039,1,151,3
42decibel,1038,3,144,2
abc1245,1038,3,182,18
abyss12,1038,0,124,14
ahzzng,1038,0,94,0
bib6044,1038,0,98,6
cofeal,1038,3,193,2
dbwlsdl6565,1038,1,188,4
dltjdgus0123,1038,3,190,17
dohyun96305,1038,3,140,11
ezurno,1038,3,154,16
fnels154,1038,2,239,9
ggstone,1038,1,203,16
goodboy302,1038,3,133,4
gosmf12,1038,1,147,15
grape909622,1038,2,264,10
gray_and_blue,1038,2,197,0
habin81111,1038,2,239,25
jooon1995,1038,0,126,6
jt26,1038,3,201,7
july5087,1038,0,116,2
jungyun01,1038,3,125,35
kavin816,1038,2,137,47
kim131325,1038,3,189,3
kimhxsong,1038,2,205,12
kimjiho1125,1038,3,192,6
kjm432,1038,0,146,5
kmc7468,1038,2,271,2
ksilver,1038,2,210,10
lastella,1038,0,94,1
ldonghae320,1038,3,118,9
leehyenseo,1038,2,191,2
leunju217,1038,2,413,55
meeeeensun,1038,1,151,4
newwor1d,1038,3,187,45
ohio0510,1038,2,175,3
owenyi3207,1038,2,185,7
pminh98,1038,3,181,8
python1seung,1038,3,175,6
qmp12,1038,0,119,6
qpow100,1038,3,114,8
s6m1n,1038,3,152,17
shark072,1038,1,144,10
slowfast,1038,1,153,18
su_91,1038,2,232,4
taetea1,1038,2,291,27
taeyu3513,1038,3,267,12
tjwnsgh34,1038,2,158,5
tkim17,1038,3,216,10
ukss,1038,3,205,11
ununun113,1038,2,256,1
wbsl3312,1038,3,134,4
ww1028127,1038,3,113,0
ymkzz123,1038,3,878,98
zzzzz100,1038,2,262,7
010jisung,1037,3,238,77
0zero0,1037,2,192,106
3neutronstar,1037,0,102,5
changchang4825,1037,0,121,4
chbasis331,1037,3,173,12
chobono,1037,2,233,3
cu0615,1037,2,294,7
d4nnykim,1037,0,95,9
dieyoung211,1037,3,162,13
dkd,1037,2,227,7
do6065,1037,3,315,7
flature,1037,3,192,10
fswing,1037,2,163,1
furukawa_mei,1037,0,103,6
ghdtpgh8913,1037,3,190,9
gundolzang,1037,3,238,17
huntry12,1037,0,136,0
itseemsyoulikeit,1037,0,146,7
jaehwanj,1037,0,81,1
jdh251425,1037,3,153,4
jeheecheon,1037,0,121,4
jeon,1037,3,335,5
jihun32,1037,3,173,4
jo951128,1037,3,163,26
js01290,1037,1,133,6
jungam5222,1037,2,166,7
junu0516,1037,2,171,1
jyp3395,1037,1,150,4
kesagida,1037,3,317,28
kjhkjh,1037,2,206,3
kjy2844,1037,3,208,3
koyk005,1037,2,211,1
kwcha,1037,3,175,6
kwoo28,1037,3,131,8
ldjkr,1037,0,113,1
lsj7870,1037,0,80,11
mgyo,1037,1,148,8
mink004,1037,0,78,7
minkwns,1037,0,128,1
minu080908,1037,3,441,25
my_zuu,1037,0,167,14
naaadang,1037,3,161,4
nam970728,1037,1,127,0
novice131,1037,3,213,4
osy5031004,1037,0,132,8
park6256,1037,3,188,1
perniteo,1037,2,270,4
pju7429,1037,3,115,9
primavera210,1037,3,121,7
rkdgusals777,1037,2,246,6
rlacksrl00,1037,0,111,6
seonghun_dev,1037,3,122,4
sharron315,1037,2,139,1
shcho1904,1037,2,144,3
soiseaubleu,1037,3,174,17
sssd00123,1037,3,139,16
taylor1233,1037,3,95,4
tjfdk6201,1037,3,532,365
vulcan7243,1037,2,201,12
wk30815,1037,0,152,7
wogus1546,1037,3,169,5
yeop22,1037,4,118,6
yjh4124,1037,0,120,7
00dbgpdnjs,1036,2,188,8
cloud21,1036,2,221,20
dbs990,1036,1,136,8
duswnwn2717,1036,3,151,18
ebcode2021,1036,3,203,7
gch0123,1036,5,71,1
ghfkddl991128,1036,0,104,5
ghkd3778,1036,3,264,0
god85a,1036,1,164,1
haesanmul,1036,1,192,1
hcw889,1036,2,176,17
hg00521,1036,3,149,4
horing,1036,3,179,12
hsj3925,1036,2,341,52
hyeeun7904,1036,3,172,8
hyes0211,1036,0,109,13
iamtheaandtheo,1036,0,143,2
ire1226,1036,3,200,3
jjajang,1036,3,309,76
jjb915,1036,2,135,6
jun048098,1036,0,132,3
kimjinwoo07,1036,6,117,58
kwakjh090130,1036,1,145,3
lalala975,1036,2,162,14
minpark01579,1036,2,169,6
mm08343434,1036,3,342,7
moonkunhee2005,1036,1,155,3
naurud,1036,3,150,1
outside1324,1036,3,183,7
phzzz,1036,2,174,10
pyogramer,1036,2,170,6
rbdus7174,1036,3,92,4
rlaehd12,1036,1,133,39
roqkfwkek96,1036,1,175,8
ruka0809,1036,3,174,5
ryoo0930,1036,3,361,96
sch030518,1036,2,200,1
shw8581,1036,2,155,2
snivy92,1036,0,93,6
stark,1036,2,229,6
sunny111,1036,0,117,13
thk0304,1036,3,216,8
tmdtmdqorekf,1036,0,125,17
tmdwn725,1036,0,129,10
whgdmsekf,1036,0,113,8
wjdqls0924,1036,3,162,7
ydngjink1,1036,1,168,4
yoon062609,1036,0,104,4
yoontkyoonun,1036,2,229,15
aaaa6658,1035,2,334,1
b5887,1035,1,155,1
chanhyeokc,1035,2,188,11
choiswon2002,1035,3,416,84
cjlhs0691,1035,2,213,9
cpp14234,1035,2,221,29
criterionim,1035,0,128,8
dbwldud630,1035,2,180,12
deepblue8375,1035,2,172,1
dnjwm8612,1035,2,160,12
dnwoals,1035,0,92,4
dongxue,1035,3,127,4
dwoosung,1035,2,243,6
flowerlsh0118,1035,3,173,8
hee5494,1035,3,246,5
hufsstar177,1035,0,101,4
hulahula32471,1035,0,79,0
hw_park,1035,0,97,4
